model_id,feature_set,task,split,fold,pos_stratum,label,precision,recall,f1,support,confusion_matrix_labels,confusion_matrix
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,1,all,masc,0.9745627980922098,0.9578125,0.9661150512214342,640,"[""fem"", ""masc""]","[[284, 16], [27, 613]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,ADJ,fem,0.9746835443037974,0.875,0.9221556886227545,88,"[""fem"", ""masc""]","[[77, 11], [2, 65]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,ADJ,masc,0.8552631578947368,0.9701492537313433,0.9090909090909091,67,"[""fem"", ""masc""]","[[77, 11], [2, 65]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,NOUN,fem,0.8520710059171598,0.8181818181818182,0.8347826086956521,176,"[""fem"", ""masc""]","[[144, 32], [25, 387]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,NOUN,masc,0.9236276849642004,0.9393203883495146,0.9314079422382672,412,"[""fem"", ""masc""]","[[144, 32], [25, 387]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,VERB,fem,0.6989247311827957,0.9027777777777778,0.7878787878787878,72,"[""fem"", ""masc""]","[[65, 7], [28, 97]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,VERB,masc,0.9326923076923077,0.776,0.8471615720524017,125,"[""fem"", ""masc""]","[[65, 7], [28, 97]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,all,fem,0.8387096774193549,0.8511904761904762,0.844903988183161,336,"[""fem"", ""masc""]","[[286, 50], [55, 549]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,2,all,masc,0.9165275459098498,0.9089403973509934,0.912718204488778,604,"[""fem"", ""masc""]","[[286, 50], [55, 549]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,ADJ,fem,1.0,0.9787234042553191,0.989247311827957,94,"[""fem"", ""masc""]","[[92, 2], [0, 77]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,ADJ,masc,0.9746835443037974,1.0,0.9871794871794872,77,"[""fem"", ""masc""]","[[92, 2], [0, 77]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,NOUN,fem,0.9,0.9,0.9,200,"[""fem"", ""masc""]","[[180, 20], [20, 391]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,NOUN,masc,0.9513381995133819,0.9513381995133819,0.9513381995133819,411,"[""fem"", ""masc""]","[[180, 20], [20, 391]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,VERB,fem,0.875,0.8615384615384616,0.8682170542635659,65,"[""fem"", ""masc""]","[[56, 9], [8, 85]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,VERB,masc,0.9042553191489362,0.9139784946236559,0.9090909090909091,93,"[""fem"", ""masc""]","[[56, 9], [8, 85]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,all,fem,0.9213483146067416,0.9136490250696379,0.9174825174825175,359,"[""fem"", ""masc""]","[[328, 31], [28, 553]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,3,all,masc,0.946917808219178,0.9518072289156626,0.9493562231759657,581,"[""fem"", ""masc""]","[[328, 31], [28, 553]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,ADJ,fem,0.9060773480662984,0.9879518072289156,0.9452449567723343,166,"[""fem"", ""masc""]","[[164, 2], [17, 65]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,ADJ,masc,0.9701492537313433,0.7926829268292683,0.87248322147651,82,"[""fem"", ""masc""]","[[164, 2], [17, 65]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,NOUN,fem,0.7769230769230769,0.9395348837209302,0.8505263157894737,215,"[""fem"", ""masc""]","[[202, 13], [58, 265]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,NOUN,masc,0.9532374100719424,0.8204334365325078,0.8818635607321131,323,"[""fem"", ""masc""]","[[202, 13], [58, 265]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,VERB,fem,0.7741935483870968,0.8571428571428571,0.8135593220338984,56,"[""fem"", ""masc""]","[[48, 8], [14, 83]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,VERB,masc,0.9120879120879121,0.8556701030927835,0.8829787234042553,97,"[""fem"", ""masc""]","[[48, 8], [14, 83]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,all,fem,0.8230616302186878,0.9473684210526315,0.8808510638297873,437,"[""fem"", ""masc""]","[[414, 23], [89, 413]]"
llama-3.2-1b,full_prompt_final,gender,lemma-heldout,4,all,masc,0.9472477064220184,0.8227091633466136,0.8805970149253731,502,"[""fem"", ""masc""]","[[414, 23], [89, 413]]"
llama-3.2-1b,full_prompt_final,gender,random,0,ADJ,fem,0.970873786407767,0.9803921568627451,0.975609756097561,102,"[""fem"", ""masc""]","[[100, 2], [3, 90]]"
llama-3.2-1b,full_prompt_final,gender,random,0,ADJ,masc,0.9782608695652174,0.967741935483871,0.972972972972973,93,"[""fem"", ""masc""]","[[100, 2], [3, 90]]"
llama-3.2-1b,full_prompt_final,gender,random,0,NOUN,fem,0.9637305699481865,0.9841269841269841,0.9738219895287958,189,"[""fem"", ""masc""]","[[186, 3], [7, 383]]"
llama-3.2-1b,full_prompt_final,gender,random,0,NOUN,masc,0.9922279792746114,0.982051282051282,0.9871134020618557,390,"[""fem"", ""masc""]","[[186, 3], [7, 383]]"
llama-3.2-1b,full_prompt_final,gender,random,0,VERB,fem,0.9836065573770492,0.9836065573770492,0.9836065573770492,61,"[""fem"", ""masc""]","[[60, 1], [1, 104]]"
llama-3.2-1b,full_prompt_final,gender,random,0,VERB,masc,0.9904761904761905,0.9904761904761905,0.9904761904761905,105,"[""fem"", ""masc""]","[[60, 1], [1, 104]]"
llama-3.2-1b,full_prompt_final,gender,random,0,all,fem,0.969187675070028,0.9829545454545454,0.9760225669957687,352,"[""fem"", ""masc""]","[[346, 6], [11, 577]]"
llama-3.2-1b,full_prompt_final,gender,random,0,all,masc,0.9897084048027445,0.9812925170068028,0.9854824935952178,588,"[""fem"", ""masc""]","[[346, 6], [11, 577]]"
llama-3.2-1b,full_prompt_final,gender,random,1,ADJ,fem,0.9875,1.0,0.9937106918238994,79,"[""fem"", ""masc""]","[[79, 0], [1, 87]]"
llama-3.2-1b,full_prompt_final,gender,random,1,ADJ,masc,1.0,0.9886363636363636,0.9942857142857143,88,"[""fem"", ""masc""]","[[79, 0], [1, 87]]"
llama-3.2-1b,full_prompt_final,gender,random,1,NOUN,fem,0.9740932642487047,0.9791666666666666,0.9766233766233766,192,"[""fem"", ""masc""]","[[188, 4], [5, 403]]"
llama-3.2-1b,full_prompt_final,gender,random,1,NOUN,masc,0.9901719901719902,0.9877450980392157,0.9889570552147239,408,"[""fem"", ""masc""]","[[188, 4], [5, 403]]"
llama-3.2-1b,full_prompt_final,gender,random,1,VERB,fem,1.0,0.9259259259259259,0.9615384615384616,81,"[""fem"", ""masc""]","[[75, 6], [0, 92]]"
llama-3.2-1b,full_prompt_final,gender,random,1,VERB,masc,0.9387755102040817,1.0,0.968421052631579,92,"[""fem"", ""masc""]","[[75, 6], [0, 92]]"
llama-3.2-1b,full_prompt_final,gender,random,1,all,fem,0.9827586206896551,0.9715909090909091,0.9771428571428571,352,"[""fem"", ""masc""]","[[342, 10], [6, 582]]"
llama-3.2-1b,full_prompt_final,gender,random,1,all,masc,0.9831081081081081,0.9897959183673469,0.9864406779661017,588,"[""fem"", ""masc""]","[[342, 10], [6, 582]]"
llama-3.2-1b,full_prompt_final,gender,random,2,ADJ,fem,1.0,0.9805825242718447,0.9901960784313726,103,"[""fem"", ""masc""]","[[101, 2], [0, 94]]"
llama-3.2-1b,full_prompt_final,gender,random,2,ADJ,masc,0.9791666666666666,1.0,0.9894736842105263,94,"[""fem"", ""masc""]","[[101, 2], [0, 94]]"
llama-3.2-1b,full_prompt_final,gender,random,2,NOUN,fem,0.9556650246305419,0.9797979797979798,0.9675810473815462,198,"[""fem"", ""masc""]","[[194, 4], [9, 380]]"
llama-3.2-1b,full_prompt_final,gender,random,2,NOUN,masc,0.9895833333333334,0.9768637532133676,0.9831824062095731,389,"[""fem"", ""masc""]","[[194, 4], [9, 380]]"
llama-3.2-1b,full_prompt_final,gender,random,2,VERB,fem,0.94,0.94,0.94,50,"[""fem"", ""masc""]","[[47, 3], [3, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,2,VERB,masc,0.9716981132075472,0.9716981132075472,0.9716981132075472,106,"[""fem"", ""masc""]","[[47, 3], [3, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,2,all,fem,0.9661016949152542,0.9743589743589743,0.9702127659574468,351,"[""fem"", ""masc""]","[[342, 9], [12, 577]]"
llama-3.2-1b,full_prompt_final,gender,random,2,all,masc,0.984641638225256,0.9796264855687606,0.9821276595744681,589,"[""fem"", ""masc""]","[[342, 9], [12, 577]]"
llama-3.2-1b,full_prompt_final,gender,random,3,ADJ,fem,0.9893617021276596,0.9893617021276596,0.9893617021276596,94,"[""fem"", ""masc""]","[[93, 1], [1, 72]]"
llama-3.2-1b,full_prompt_final,gender,random,3,ADJ,masc,0.9863013698630136,0.9863013698630136,0.9863013698630136,73,"[""fem"", ""masc""]","[[93, 1], [1, 72]]"
llama-3.2-1b,full_prompt_final,gender,random,3,NOUN,fem,0.984375,0.9895287958115183,0.9869451697127938,191,"[""fem"", ""masc""]","[[189, 2], [3, 409]]"
llama-3.2-1b,full_prompt_final,gender,random,3,NOUN,masc,0.9951338199513382,0.9927184466019418,0.9939246658566221,412,"[""fem"", ""masc""]","[[189, 2], [3, 409]]"
llama-3.2-1b,full_prompt_final,gender,random,3,VERB,fem,0.984375,0.9545454545454546,0.9692307692307692,66,"[""fem"", ""masc""]","[[63, 3], [1, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,3,VERB,masc,0.9716981132075472,0.9903846153846154,0.9809523809523809,104,"[""fem"", ""masc""]","[[63, 3], [1, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,3,all,fem,0.9857142857142858,0.9829059829059829,0.9843081312410842,351,"[""fem"", ""masc""]","[[345, 6], [5, 584]]"
llama-3.2-1b,full_prompt_final,gender,random,3,all,masc,0.9898305084745763,0.9915110356536503,0.9906700593723494,589,"[""fem"", ""masc""]","[[345, 6], [5, 584]]"
llama-3.2-1b,full_prompt_final,gender,random,4,ADJ,fem,0.9896907216494846,0.9795918367346939,0.9846153846153847,98,"[""fem"", ""masc""]","[[96, 2], [1, 84]]"
llama-3.2-1b,full_prompt_final,gender,random,4,ADJ,masc,0.9767441860465116,0.9882352941176471,0.9824561403508771,85,"[""fem"", ""masc""]","[[96, 2], [1, 84]]"
llama-3.2-1b,full_prompt_final,gender,random,4,NOUN,fem,0.9692307692307692,0.9792746113989638,0.9742268041237113,193,"[""fem"", ""masc""]","[[189, 4], [6, 388]]"
llama-3.2-1b,full_prompt_final,gender,random,4,NOUN,masc,0.9897959183673469,0.9847715736040609,0.9872773536895675,394,"[""fem"", ""masc""]","[[189, 4], [6, 388]]"
llama-3.2-1b,full_prompt_final,gender,random,4,VERB,fem,0.9090909090909091,1.0,0.9523809523809523,60,"[""fem"", ""masc""]","[[60, 0], [6, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,4,VERB,masc,1.0,0.944954128440367,0.9716981132075472,109,"[""fem"", ""masc""]","[[60, 0], [6, 103]]"
llama-3.2-1b,full_prompt_final,gender,random,4,all,fem,0.9636871508379888,0.9829059829059829,0.9732016925246827,351,"[""fem"", ""masc""]","[[345, 6], [13, 575]]"
llama-3.2-1b,full_prompt_final,gender,random,4,all,masc,0.9896729776247849,0.9778911564625851,0.9837467921300257,588,"[""fem"", ""masc""]","[[345, 6], [13, 575]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,ADJ,fem,0.7792207792207793,0.8,0.7894736842105263,150,"[""fem"", ""masc""]","[[120, 30], [34, 97]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,ADJ,masc,0.7637795275590551,0.7404580152671756,0.751937984496124,131,"[""fem"", ""masc""]","[[120, 30], [34, 97]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,NOUN,fem,0.8235294117647058,0.9438202247191011,0.8795811518324608,178,"[""fem"", ""masc""]","[[168, 10], [36, 315]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,NOUN,masc,0.9692307692307692,0.8974358974358975,0.9319526627218935,351,"[""fem"", ""masc""]","[[168, 10], [36, 315]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,VERB,fem,0.9555555555555556,0.9347826086956522,0.945054945054945,46,"[""fem"", ""masc""]","[[43, 3], [2, 82]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,VERB,masc,0.9647058823529412,0.9761904761904762,0.9704142011834319,84,"[""fem"", ""masc""]","[[43, 3], [2, 82]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,all,fem,0.8213399503722084,0.8850267379679144,0.851994851994852,374,"[""fem"", ""masc""]","[[331, 43], [72, 494]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,0,all,masc,0.9199255121042831,0.872791519434629,0.8957388939256573,566,"[""fem"", ""masc""]","[[331, 43], [72, 494]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,ADJ,fem,1.0,0.9626168224299065,0.9809523809523809,107,"[""fem"", ""masc""]","[[103, 4], [0, 92]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,ADJ,masc,0.9583333333333334,1.0,0.9787234042553191,92,"[""fem"", ""masc""]","[[103, 4], [0, 92]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,NOUN,fem,0.751269035532995,0.8705882352941177,0.8065395095367848,170,"[""fem"", ""masc""]","[[148, 22], [49, 381]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,NOUN,masc,0.9454094292803971,0.8860465116279069,0.9147659063625451,430,"[""fem"", ""masc""]","[[148, 22], [49, 381]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,VERB,fem,0.9803921568627451,0.9090909090909091,0.9433962264150944,55,"[""fem"", ""masc""]","[[50, 5], [1, 85]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,VERB,masc,0.9444444444444444,0.9883720930232558,0.9659090909090909,86,"[""fem"", ""masc""]","[[50, 5], [1, 85]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,all,fem,0.8575498575498576,0.9066265060240963,0.8814055636896047,332,"[""fem"", ""masc""]","[[301, 31], [50, 558]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,1,all,masc,0.9473684210526315,0.9177631578947368,0.9323308270676691,608,"[""fem"", ""masc""]","[[301, 31], [50, 558]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,ADJ,fem,0.9320388349514563,0.96,0.9458128078817734,100,"[""fem"", ""masc""]","[[96, 4], [7, 72]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,ADJ,masc,0.9473684210526315,0.9113924050632911,0.9290322580645162,79,"[""fem"", ""masc""]","[[96, 4], [7, 72]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,NOUN,fem,0.837037037037037,0.8725868725868726,0.8544423440453687,259,"[""fem"", ""masc""]","[[226, 33], [44, 285]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,NOUN,masc,0.8962264150943396,0.8662613981762918,0.8809891808346213,329,"[""fem"", ""masc""]","[[226, 33], [44, 285]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,VERB,fem,0.8405797101449275,0.8656716417910447,0.8529411764705882,67,"[""fem"", ""masc""]","[[58, 9], [11, 95]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,VERB,masc,0.9134615384615384,0.8962264150943396,0.9047619047619048,106,"[""fem"", ""masc""]","[[58, 9], [11, 95]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,all,fem,0.8597285067873304,0.892018779342723,0.8755760368663594,426,"[""fem"", ""masc""]","[[380, 46], [62, 452]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,2,all,masc,0.9076305220883534,0.8793774319066148,0.8932806324110671,514,"[""fem"", ""masc""]","[[380, 46], [62, 452]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,ADJ,fem,0.8333333333333334,0.9482758620689655,0.8870967741935484,58,"[""fem"", ""masc""]","[[55, 3], [11, 54]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,ADJ,masc,0.9473684210526315,0.8307692307692308,0.8852459016393442,65,"[""fem"", ""masc""]","[[55, 3], [11, 54]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,NOUN,fem,0.7055555555555556,0.8410596026490066,0.7673716012084593,151,"[""fem"", ""masc""]","[[127, 24], [53, 433]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,NOUN,masc,0.9474835886214442,0.8909465020576132,0.9183457051961824,486,"[""fem"", ""masc""]","[[127, 24], [53, 433]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,VERB,fem,0.94,0.7833333333333333,0.8545454545454545,60,"[""fem"", ""masc""]","[[47, 13], [3, 117]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,VERB,masc,0.9,0.975,0.936,120,"[""fem"", ""masc""]","[[47, 13], [3, 117]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,all,fem,0.7736486486486487,0.8513011152416357,0.8106194690265487,269,"[""fem"", ""masc""]","[[229, 40], [67, 604]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,3,all,masc,0.937888198757764,0.9001490312965723,0.9186311787072243,671,"[""fem"", ""masc""]","[[229, 40], [67, 604]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,ADJ,fem,0.8771929824561403,0.819672131147541,0.847457627118644,61,"[""fem"", ""masc""]","[[50, 11], [7, 59]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,ADJ,masc,0.8428571428571429,0.8939393939393939,0.8676470588235294,66,"[""fem"", ""masc""]","[[50, 11], [7, 59]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,NOUN,fem,0.7405857740585774,0.8634146341463415,0.7972972972972973,205,"[""fem"", ""masc""]","[[177, 28], [62, 335]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,NOUN,masc,0.9228650137741047,0.8438287153652393,0.881578947368421,397,"[""fem"", ""masc""]","[[177, 28], [62, 335]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,VERB,fem,0.7924528301886793,0.9333333333333333,0.8571428571428571,90,"[""fem"", ""masc""]","[[84, 6], [22, 98]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,VERB,masc,0.9423076923076923,0.8166666666666667,0.875,120,"[""fem"", ""masc""]","[[84, 6], [22, 98]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,all,fem,0.7736318407960199,0.8735955056179775,0.820580474934037,356,"[""fem"", ""masc""]","[[311, 45], [91, 492]]"
llama-3.2-1b,full_prompt_final,gender,root-heldout,4,all,masc,0.9162011173184358,0.8439108061749572,0.8785714285714286,583,"[""fem"", ""masc""]","[[311, 45], [91, 492]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,ADJ,du,1.0,1.0,1.0,1,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 2, 2], [0, 8, 138]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,ADJ,pl,0.2,0.5,0.2857142857142857,4,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 2, 2], [0, 8, 138]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,ADJ,sg,0.9857142857142858,0.9452054794520548,0.965034965034965,146,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 2, 2], [0, 8, 138]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,NOUN,du,1.0,0.75,0.8571428571428571,4,"[""du"", ""pl"", ""sg""]","[[3, 1, 0], [0, 107, 49], [0, 34, 443]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,NOUN,pl,0.7535211267605634,0.6858974358974359,0.7181208053691275,156,"[""du"", ""pl"", ""sg""]","[[3, 1, 0], [0, 107, 49], [0, 34, 443]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,NOUN,sg,0.9004065040650406,0.9287211740041929,0.9143446852425181,477,"[""du"", ""pl"", ""sg""]","[[3, 1, 0], [0, 107, 49], [0, 34, 443]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,VERB,du,1.0,1.0,1.0,1,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 11, 1], [0, 8, 131]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,VERB,pl,0.5789473684210527,0.9166666666666666,0.7096774193548387,12,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 11, 1], [0, 8, 131]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,VERB,sg,0.9924242424242424,0.9424460431654677,0.966789667896679,139,"[""du"", ""pl"", ""sg""]","[[1, 0, 0], [0, 11, 1], [0, 8, 131]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,all,du,1.0,0.8333333333333334,0.9090909090909091,6,"[""du"", ""pl"", ""sg""]","[[5, 1, 0], [0, 120, 52], [0, 50, 712]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,all,pl,0.7017543859649122,0.6976744186046512,0.6997084548104956,172,"[""du"", ""pl"", ""sg""]","[[5, 1, 0], [0, 120, 52], [0, 50, 712]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,0,all,sg,0.9319371727748691,0.9343832020997376,0.9331585845347313,762,"[""du"", ""pl"", ""sg""]","[[5, 1, 0], [0, 120, 52], [0, 50, 712]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,ADJ,pl,0.7142857142857143,1.0,0.8333333333333334,5,"[""pl"", ""sg""]","[[5, 0], [2, 177]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,ADJ,sg,1.0,0.9888268156424581,0.9943820224719101,179,"[""pl"", ""sg""]","[[5, 0], [2, 177]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,NOUN,du,1.0,0.6666666666666666,0.8,9,"[""du"", ""pl"", ""sg""]","[[6, 2, 1], [0, 88, 29], [0, 18, 438]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,NOUN,pl,0.8148148148148148,0.7521367521367521,0.7822222222222223,117,"[""du"", ""pl"", ""sg""]","[[6, 2, 1], [0, 88, 29], [0, 18, 438]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,NOUN,sg,0.9358974358974359,0.9605263157894737,0.948051948051948,456,"[""du"", ""pl"", ""sg""]","[[6, 2, 1], [0, 88, 29], [0, 18, 438]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,VERB,du,0.0,0.0,0.0,1,"[""du"", ""pl"", ""sg""]","[[0, 0, 1], [0, 12, 3], [0, 8, 150]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,VERB,pl,0.6,0.8,0.6857142857142857,15,"[""du"", ""pl"", ""sg""]","[[0, 0, 1], [0, 12, 3], [0, 8, 150]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,VERB,sg,0.974025974025974,0.9493670886075949,0.9615384615384616,158,"[""du"", ""pl"", ""sg""]","[[0, 0, 1], [0, 12, 3], [0, 8, 150]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,all,du,1.0,0.6,0.75,10,"[""du"", ""pl"", ""sg""]","[[6, 2, 2], [0, 105, 32], [0, 28, 765]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,all,pl,0.7777777777777778,0.7664233576642335,0.7720588235294118,137,"[""du"", ""pl"", ""sg""]","[[6, 2, 2], [0, 105, 32], [0, 28, 765]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,1,all,sg,0.9574468085106383,0.9646910466582598,0.9610552763819096,793,"[""du"", ""pl"", ""sg""]","[[6, 2, 2], [0, 105, 32], [0, 28, 765]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,2,ADJ,pl,0.3333333333333333,1.0,0.5,5,"[""pl"", ""sg""]","[[5, 0], [10, 140]]"
llama-3.2-1b,full_prompt_final,number,lemma-heldout,2,ADJ,sg,1.0,0.9333333333333333,0.9655172413793104,150,"[""pl"", ""sg""]","[[5, 0], [10, 140]]"
